iter	RMSE
294	13.20890173
295	13.18228954
296	13.18046509
297	13.17803979
298	13.17288206
299	13.1644219
300	13.161899
301	13.15993049
302	13.15593961
303	13.15273233
304	13.14099189
305	13.13181026
306	13.12608378
307	13.1104818
308	13.10349163
309	13.08991576
310	13.08453853
311	13.0827763
312	13.06743354
313	13.06218008
314	13.0530652
315	13.05017746
316	13.04177128
317	13.03940663
318	13.03091279
319	13.02535955
320	13.01886389
321	13.01455386
322	13.01185638
323	13.00507413
324	12.9985876
325	12.99554315
326	12.99052779
327	12.9881157
328	12.98282827
329	12.97488451
330	12.96190603
331	12.9602553
332	12.95864739
333	12.95629305
334	12.95030054
335	12.94791233
336	12.93256976
337	12.92443202
338	12.91004266
339	12.90822024
340	12.90459077
341	12.89789776
342	12.88377861
343	12.86599553
344	12.86454064
345	12.86251968
346	12.84900285
347	12.84307359
348	12.82892142
349	12.82248233
350	12.81612756
351	12.81013381
352	12.80872248
353	12.79987568
354	12.79879471
355	12.78905924
356	12.7709183
357	12.76531889
358	12.75081728
359	12.74472479
360	12.73739428
361	12.73151342
362	12.72928717
363	12.72497183
364	12.7198039
365	12.71164586
366	12.70275313
367	12.70091413
368	12.69238945
369	12.68384857
370	12.68164552
371	12.67279939
372	12.6658745
373	12.66133344
374	12.66032557
375	12.65914903
376	12.65802739
377	12.65550119
378	12.64868706
379	12.64002122
380	12.62208215
381	12.61074057
382	12.60944063
383	12.59953162
384	12.59146034
385	12.59034777
386	12.58493299
387	12.58106496
388	12.56465502
389	12.55993746
390	12.53956889
391	12.52278938
392	12.52179318
393	12.50288867
394	12.48270482
395	12.47387501
396	12.47160779
397	12.4672244
398	12.46300859
399	12.45557536
400	12.45325743
401	12.44780942
402	12.44334957
403	12.44247094
404	12.44179715
405	12.44041565
406	12.43943493
407	12.43060826
408	12.42550506
409	12.42463582
410	12.41771678
411	12.41273188
412	12.39813769
413	12.39686794
414	12.39414399
415	12.38727506
416	12.38601721
417	12.38480052
418	12.3730765
419	12.36925633
420	12.36403498
421	12.36039805
422	12.34815881
423	12.34695748
424	12.33353614
425	12.32564173
426	12.31050068
427	12.29521852
428	12.29056318
429	12.28291182
430	12.28124745
431	12.27363619
432	12.26048643
433	12.24897538
434	12.24159868
435	12.23445331
436	12.22102056
437	12.21417517
438	12.21298168
439	12.20859018
440	12.19806197
441	12.19010035
442	12.1838413
443	12.1831116
444	12.17746085
445	12.16938157
446	12.16260112
447	12.1514474
448	12.13934398
449	12.13771112
450	12.12387416
451	12.10926942
452	12.0934688
453	12.08656139
454	12.07308425
455	12.06633456
456	12.05363354
457	12.03706149
458	12.02389318
459	12.00539079
460	11.99807915
461	11.99737073
462	11.99034044
463	11.97763951
464	11.97691266
465	11.96404799
466	11.95322543
467	11.95204923
468	11.94676991
469	11.94576242
470	11.93998502
471	11.93130915
472	11.92680974
473	11.91771204
474	11.91088733
475	11.89800055
476	11.89205302
477	11.88460828
478	11.88167684
479	11.87659128
480	11.87513401
481	11.87016013
482	11.8636421
483	11.83861312
484	11.83512874
485	11.83347317
486	11.82710472
487	11.82093225
488	11.81607286
489	11.81037265
490	11.80309101
491	11.79645048
492	11.79167592
493	11.78029591
494	11.77950868
495	11.77570609
496	11.7733472
497	11.76820356
498	11.76252079
499	11.76153874
500	11.75912729
501	11.74671663
502	11.74167768
503	11.73615252
504	11.73541757
505	11.72382496
506	11.71601281
507	11.71470532
508	11.70595781
509	11.70514993
510	11.70180601
511	11.69488209
512	11.69435932
513	11.68829281
514	11.67739748
515	11.66698491
516	11.66431589
517	11.65911707
518	11.65841753
519	11.6548436
520	11.64941347
521	11.64558453
522	11.63848454
523	11.63580471
524	11.62111398
525	11.60740384
526	11.60505504
527	11.59673871
528	11.59204533
529	11.58804532
530	11.58665092
531	11.58320864
532	11.57787478
533	11.57181617
534	11.57058761
535	11.56470254
536	11.56347107
537	11.55932415
538	11.55855037
539	11.55735989
540	11.5545974
541	11.54454499
542	11.5432546
543	11.54178568
544	11.53472162
545	11.53100512
546	11.52077707
547	11.50986571
548	11.50021713
549	11.49262925
550	11.48229209
551	11.47287501
552	11.46839433
553	11.46437717
554	11.4612642
555	11.45041505
556	11.44280719
557	11.42884351
558	11.41811455
559	11.41617035
560	11.41237804
561	11.40634014
562	11.40481924
563	11.39101977
564	11.37895249
565	11.3666079
566	11.36210096
567	11.35267128
568	11.34551602
569	11.33596731
570	11.3247845
571	11.31529299
572	11.30780935
573	11.30196471
574	11.29671522
575	11.28636311
576	11.28457772
577	11.28316265
578	11.27848792
579	11.27757107
580	11.26805339
581	11.26360725
582	11.25972718
583	11.25850282
584	11.2536918
585	11.25138974
586	11.24621739
587	11.24516697
588	11.22703539
589	11.22457138
590	11.21931224
591	11.21820472
592	11.20077865
593	11.19954759
594	11.18781228
595	11.18198156
596	11.17330686
597	11.17019507
598	11.16878743
599	11.15538933
600	11.14855463
601	11.1379172
602	11.13269808
603	11.12386274
604	11.11357455
605	11.1097655
606	11.10524768
607	11.09719604
608	11.08847072
609	11.07750808
610	11.07221507
611	11.06429113
612	11.05894448
613	11.0567096
614	11.04757112
615	11.04728278
616	11.0436336
617	11.03141844
618	11.02583019
619	11.02457713
620	11.02099438
621	11.02005494
622	11.01513208
623	11.00981643
624	11.00501915
625	10.99992834
626	10.98722288
627	10.98339514
628	10.97372589
629	10.96885997
630	10.95937399
631	10.95103072
632	10.94596938
633	10.937361
634	10.93435487
635	10.93037852
636	10.92696663
637	10.91670713
638	10.91602393
639	10.90717521
640	10.89617337
641	10.88648127
642	10.88274963
643	10.87895872
644	10.8785184
645	10.86821024
646	10.86193861
647	10.85643465
648	10.8520513
649	10.85059364
650	10.84082025
651	10.83532264
652	10.83044308
653	10.82996121
654	10.82564065
655	10.82107227
656	10.81560856
657	10.80694131
658	10.80555164
659	10.80436006
660	10.80168377
661	10.80083956
662	10.79204976
663	10.78762844
664	10.78064689
665	10.759751
666	10.75167763
667	10.75042856
668	10.74056696
669	10.7358886
670	10.73243244
671	10.73095426
672	10.72416697
673	10.71516134
674	10.70499242
675	10.6933653
676	10.68792875
677	10.67800866
678	10.67047413
679	10.6655007
680	10.6621297
681	10.65688052
682	10.65529182
683	10.64540319
684	10.64247013
685	10.63422106
686	10.63100367
687	10.6283366
688	10.62450111
689	10.62393557
690	10.61894967
691	10.61376036
692	10.60972205
693	10.60857225
694	10.60209601
695	10.58955489
696	10.58485727
697	10.57642935
698	10.57511073
699	10.56729589
700	10.56342137
701	10.55724437
702	10.54798553
703	10.54621694
704	10.5387122
705	10.53135791
706	10.53035283
707	10.52947295
708	10.5256655
709	10.52528404
710	10.52450787
711	10.52087052
712	10.51173966
713	10.51060841
714	10.50084269
715	10.50030069
716	10.49989718
717	10.49529456
718	10.49422473
719	10.49031446
720	10.47862801
721	10.47622613
722	10.4717711
723	10.46640252
724	10.45971301
725	10.45164143
726	10.44460898
727	10.4363305
728	10.43537061
729	10.4348628
730	10.4307924
731	10.41608199
732	10.41455864
733	10.41323726
734	10.40656519
735	10.4026313
736	10.39903892
737	10.39527053
738	10.38569644
739	10.3694506
740	10.36871502
741	10.36129906
742	10.35341197
743	10.35273896
744	10.34025007
745	10.33487177
746	10.32896763
747	10.32258955
748	10.31451951
749	10.30882087
750	10.29885048
751	10.29136592
752	10.28811294
753	10.28752978
754	10.2834393
755	10.27813628
756	10.27211871
757	10.26597056
758	10.25995805
759	10.25134042
760	10.25071569
761	10.24948131
762	10.24623668
763	10.2405298
764	10.23998211
765	10.23459788
766	10.23077071
767	10.23002039
768	10.22544468
769	10.22479494
770	10.22013564
771	10.21108731
772	10.2107048
773	10.20353891
774	10.20318114
775	10.20062978
776	10.19962784
777	10.19788832
778	10.19511291
779	10.19147932
780	10.1894931
781	10.18590704
782	10.18128351
783	10.17967291
784	10.17119595
785	10.16282245
786	10.16021929
787	10.15560727
788	10.15540709
789	10.15241085
790	10.13591777
791	10.1334766
792	10.13065894
793	10.12992074
794	10.1231283
795	10.116356
796	10.11152971
797	10.10534717
798	10.10446171
799	10.09703145
800	10.08948747
801	10.08782296
802	10.0804333
803	10.07730178
804	10.07123964
805	10.06908169
806	10.06625917
807	10.0653705
808	10.05814798
809	10.05292967
810	10.05039215
811	10.04165698
812	10.03812017
813	10.03707522
814	10.03637993
815	10.03214867
816	10.0309841
817	10.0245895
818	10.00969253
819	10.00461111
820	9.99666084
821	9.994461892
822	9.989088372
823	9.987899393
824	9.983052255
825	9.981343917
826	9.980929006
827	9.975551063
828	9.974578373
829	9.970138311
830	9.958612192
831	9.951724565
832	9.946349022
833	9.944504284
834	9.944078503
835	9.940662619
836	9.925522335
837	9.920965393
838	9.920376193
839	9.916047312
840	9.908418672
841	9.900753164
842	9.893123808
843	9.889950305
844	9.884252006
845	9.883393895
846	9.87394475
847	9.864513171
848	9.864187435
849	9.860448363
850	9.856023574
851	9.854944662
852	9.845804826
853	9.841494984
854	9.837535731
855	9.836851571
856	9.832187096
857	9.825529506
858	9.822894716
859	9.816646706
860	9.810352873
861	9.808632394
862	9.805108461
863	9.798639449
864	9.794578
865	9.788737096
866	9.783283243
867	9.777618394
868	9.770653023
869	9.7662016
870	9.758834863
871	9.750040306
872	9.746800914
873	9.743270432
874	9.738949553
875	9.734721582
876	9.731651528
877	9.726700283
878	9.722893606
879	9.718422992
880	9.717994751
881	9.71598111
882	9.702236562
883	9.693308111
884	9.68883997
885	9.687864795
886	9.684754597
887	9.684456112
888	9.683355819
889	9.682996977
890	9.676763133
891	9.669857476
892	9.668759033
893	9.66344557
894	9.658948042
895	9.657430939
896	9.650196422
897	9.647264178
898	9.64567967
899	9.637338519
900	9.635017368
901	9.627759567
902	9.620803641
903	9.614235054
904	9.613980512
905	9.606929401
906	9.603488658
907	9.596472064
908	9.595047951
909	9.591173349
910	9.584309644
911	9.578233164
912	9.573970336
913	9.564518621
914	9.563206769
915	9.552495286
916	9.549057313
917	9.544070842
918	9.53892186
919	9.53818686
920	9.535449775
921	9.532203016
922	9.523278342
923	9.521287689
924	9.509447398
925	9.505118113
926	9.502695622
927	9.499497915
928	9.496884034
929	9.489206574
930	9.485947297
931	9.480496315
932	9.473049575
933	9.472459439
934	9.46476879
935	9.460649243
936	9.446530259
937	9.44183563
938	9.435032761
939	9.431284648
940	9.428877863
941	9.421226171
942	9.420568988
943	9.412782842
944	9.412347602
945	9.40456329
946	9.39665754
947	9.396080254
948	9.385562295
949	9.379224355
950	9.375680672
951	9.374139864
952	9.360726924
953	9.359103668
954	9.354745764
955	9.351116303
956	9.345025472
957	9.339505822
958	9.338986243
959	9.33634858
960	9.33277387
961	9.32992397
962	9.322000379
963	9.314824912
964	9.31271188
965	9.306514724
966	9.302775628
967	9.295198813
968	9.29076662
969	9.290397522
970	9.28800907
971	9.281824165
972	9.277003524
973	9.274225442
974	9.268310991
975	9.262848283
976	9.258583753
977	9.256027082
978	9.248029138
979	9.237066508
980	9.225672166
981	9.213361632
982	9.208858006
983	9.208409037
984	9.208078958
985	9.202978063
986	9.197934117
987	9.188888162
988	9.188440695
989	9.18407107
990	9.181519052
991	9.174428782
992	9.173743557
993	9.168051417
994	9.164770446
995	9.161210253
996	9.145399654
997	9.140155776
998	9.134023001
999	9.133482143
